JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
P,2004-02-15,Semarang,Tugu,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-02-24,Jakarta,Banyumanik,Bersama orang tua,Sepeda motor,SMA / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,1997-03-12,TATA KARYA,Seputih Agung,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-01-24,SEMARANG,Semarang Barat,Bersama orang tua,Angkutan umum/bus/pete-pete,D3,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,2004-11-27,Semarang,Ungaran Barat,Bersama orang tua,Angkutan umum/bus/pete-pete,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
P,2001-08-20,SEMARANG,Gunung Pati,Asrama,Jalan kaki,Tidak sekolah,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1999-01-17,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-09-27,Kendal,Kliris,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Kurang dari Rp. 500,000",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2000-01-18,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-06-18,KOTAWARINGIN BARAT,Mentobi Raya,Pesantren,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2002-01-02,SEMARANG,Gajah Mungkur,Pesantren,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-10-17,SEMARANG,Bergas,Pesantren,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-09-21,KEBUMEN,Petanahan,Asrama,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-05-28,SEMARANG,Srondol Kulon,Bersama orang tua,Jalan kaki,D1,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,1999-06-30,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Putus SD,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2001-02-09,Kendal,Limbangan,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2002-06-24,SUKOHARJO,Gunung Pati,Pesantren,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2007-07-13,KENDAL,Pungangan,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1997-02-22,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2008-01-10,SEMARANG,Semarang Barat,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Dikeluarkan
L,2000-02-01,GUNUNGKIDUL,Ngawen,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-02-15,KENDAL,Singorojo,Bersama orang tua,Jalan kaki,Tidak sekolah,Wiraswasta,"Kurang dari Rp. 500,000",Tidak sekolah,Petani,"Kurang dari Rp. 500,000",Lulus
L,1999-02-10,SEMARANG,Bancak,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-10-01,BREBES,Losari,Bersama orang tua,Sepeda,SMP / sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-06-09,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-12-13,BATAM,Batu Ampar,Pesantren,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Kurang dari Rp. 500,000",Lulus
L,1999-03-25,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-06-25,KENDAL,Cening,Bersama orang tua,Mobil/bus antar jemput,SMP / sederajat,Petani,"Kurang dari Rp. 500,000",Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,1998-07-01,KENDAL,Singorojo,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2002-02-07,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2000-09-04,SEMARANG,Semarang Utara,Asrama,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-08-07,KENDAL,Boja,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-05-09,KENDAL,Singorojo,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-06-11,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-03-01,KENDAL,Limbangan,Asrama,Jalan kaki,Tidak sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2007-03-02,Kotawaringin Barat,SUNGAI BENGKUANG,Bersama orang tua,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",D2,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
P,2004-04-14,Kendal,Limbangan,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
P,2002-12-08,Magelang,Sawangan,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-03-13,SEMARANG,Mijen,Rumah Tinggal,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1999-06-08,KENDAL,Limbangan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-05-05,KENDAL,Limbangan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-03-30,Kendal,Boja,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2007-11-11,Semarang,Piyanggang,Bersama orang tua,Jalan kaki,SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Mutasi
L,1997-04-27,TELAGA DUA,Sintang,Lainnya,Jalan kaki,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-04-25,SEMARANG,Ngaliyan,Bersama orang tua,Jalan kaki,SD / sederajat,Karyawan Swasta,Kurang dari Rp 1.000.000,SMA / sederajat,Karyawan Swasta,Kurang dari Rp 1.000.000,Mutasi
P,2002-04-24,SEMARANG,Tugu,Pesantren,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,"Kurang dari Rp. 500,000",Lulus
P,2005-10-29,SEMARANG,Manyaran,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-01-08,BUMI DIPASENA AGUNG,Rawajitu Timur,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2002-02-05,Telaga Dua,Binjai Hulu,Bersama orang tua,Jalan kaki,SMA / sederajat,Petani,"Kurang dari Rp. 500,000",SD / sederajat,Lainnya,"Kurang dari Rp. 500,000",Lulus
L,1999-08-08,KENDAL,Singorojo,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-01-25,KENDAL,Kertosari,Pesantren,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-07-14,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-03-18,SEMARANG,Bergas,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-05-21,KANTAN MUARA,Maliku,Asrama,Jalan kaki,SMP / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,2004-01-07,SEMARANG,Tugu,Asrama,Jalan kaki,Putus SD,Petani,"Rp. 500,000 - Rp. 999,999",Putus SD,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2003-02-28,BABAT TERAWAS,Talang Kelapa,Pesantren,Jalan kaki,SMA / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2003-02-28,BABAT TERAWAS,Talang Kelapa,Asrama,Jalan kaki,SMA / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lainnya
L,2004-08-31,Kendal,Rowosari,Rumah Tinggal,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2004-08-31,Kendal,Rowosari,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-08-12,SEMARANG,Ungaran Barat,Asrama,Jalan kaki,SMP / sederajat,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",SD / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-05-16,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,1996-09-01,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-05-08,KENDAL,Singorojo,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Kurang dari Rp. 500,000",SD / sederajat,Petani,"Kurang dari Rp. 500,000",Mutasi
L,2003-01-28,TEGAL,Margadana,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2012-07-29,KENDAL,Limbangan,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-02-13,DEPOK,Tapos,Bersama orang tua,Sepeda motor,SMA / sederajat,PNS/TNI/Polri,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,1999-01-07,KENDAL,Limbangan,Asrama,Jalan kaki,SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-03-30,Klaten,Semarang Tengah,Pesantren,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Tidak bekerja,"Kurang dari Rp. 500,000",Mutasi
P,1998-08-20,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-05-17,SEMARANG,Sumowono,Pesantren,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Kurang dari Rp. 500,000",Lulus
P,2005-10-17,Semarang,Danau Seluluk,Bersama orang tua,Mobil/bus antar jemput,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
L,1999-07-30,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2004-03-24,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-11-10,SEMARANG,Genuk,Bersama orang tua,Sepeda,SMA / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2005-03-15,SEMARANG,Tlogosari Kulon,Bersama orang tua,Lainnya,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Lainnya,Tidak Berpenghasilan,Lulus
P,2003-06-30,Semarang,Ngaliyan,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2006-04-15,PEMALANG,Pesantren,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
L,1998-02-01,Semarang,Bandungan,Bersama orang tua,Angkutan umum/bus/pete-pete,SD / sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Mutasi
P,2004-04-15,SEMARANG,Ngaliyan,Asrama,Jalan kaki,Putus SD,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2004-05-07,SEMARANG,Genuk,Bersama orang tua,Angkutan umum/bus/pete-pete,Putus SD,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
P,1998-02-05,SEMARANG,Mijen,Asrama,Jalan kaki,Tidak sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-03-13,SEMARANG,Kalirejo,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",D1,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-01-28,KENDAL,Boja,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-12-03,BANJARNEGARA,PENUSUPAN,Bersama orang tua,Angkutan umum/bus/pete-pete,SD / sederajat,Petani,"Kurang dari Rp. 500,000",SMP / sederajat,Petani,"Kurang dari Rp. 500,000",Mutasi
L,2006-06-18,Kendal,Gonoharjo,Bersama orang tua,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,2004-10-30,"BATAM, KOTA BATAM",Sagulung Kota,Bersama orang tua,Jalan kaki,S1,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",S1,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2000-11-03,KENDAL,Boja,Asrama,Jalan kaki,SMP / sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Peternak,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1999-11-21,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,1999-10-06,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2008-03-20,BREBES,Kebogadung,Asrama,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1997-05-12,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-11-21,Semarang,Gajah Mungkur,Bersama orang tua,Mobil/bus antar jemput,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",D1,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
P,2001-08-03,Kendal,Limbangan,Rumah Tinggal,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-10-07,SEMARANG,Podorejo,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-07-26,KENDAL,Limbangan,Asrama,Jalan kaki,D3,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,1995-10-09,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-02-27,KENDAL,Kaliwungu Selatan,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-09-20,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-09-27,Kendal,Singorojo,Asrama,Jalan kaki,SMA / sederajat,Wirausaha,"Rp. 500,000 - Rp. 999,999",Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1997-08-09,SEMARANG,Gayamsari,Asrama,Jalan kaki,Tidak sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-12-20,Semarang,Banyumanik,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,2003-01-28,Cirebon,Kesambi,Bersama orang tua,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-06-19,KERTOSONO,Jayaloka,Pesantren,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-10-14,JAKARTA,Cilacap Selatan,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-07-14,Semarang,Pringapus,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2014-12-31,Kendal,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-05-01,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-12-15,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-07-26,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-06-17,KENDAL,Ngareanak,Pesantren,Jalan kaki,SMP / sederajat,Buruh,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Lainnya,"Kurang dari Rp. 500,000",Lulus
L,2004-02-05,Semarang,Candisari,Bersama orang tua,Sepeda motor,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-07-28,Semarang,Ngaliyan,Bersama orang tua,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-04-16,TEMANGGUNG,Bejen,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",D4,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Mutasi
L,2005-07-22,SEMARANG,Leyangan,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2004-10-10,TEGAL,Tembok Kidul,Bersama orang tua,Sepeda,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-10-19,KENDAL,Boja,Bersama orang tua,Jalan kaki,Lainnya,Sudah Meninggal,"Rp. 1,000,000 - Rp. 1,999,999",D3,PNS/TNI/Polri,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-04-24,KENDAL,Gunung Pati,Bersama orang tua,Sepeda motor,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
