JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
P,2006-07-08,SEMARANG,Banjarsari,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Mutasi
L,2004-12-16,SEMARANG,Tlogomulyo,Bersama orang tua,Jalan kaki,D3,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2002-06-14,Semarang,Bergas,Bersama orang tua,Angkutan umum/bus/pete-pete,SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-04-15,Kendal,Singorojo,Asrama,Jalan kaki,SMA / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-02-27,KENDAL,Boja,Bersama orang tua,Angkutan umum/bus/pete-pete,SMA / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-09-17,SEMARANG,Ngaliyan,Asrama,Jalan kaki,Putus SD,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-03-13,(Tidak Diisi),Mijen,Asrama,Jalan kaki,Tidak sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2000-09-29,SEMARANG,Pabelan,Asrama,Jalan kaki,SD / sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-09-15,Semarang,Mijen,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-10-06,KENDAL,Boja,Pesantren,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-04-27,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mengundurkan diri
L,2003-08-16,Grobogan,Boja,Bersama orang tua,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-01-12,SUBAN,Merbau Mataram,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1997-08-17,SEMARANG,Limbangan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-06-18,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SMA / sederajat,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-12-26,Kendal,Kliris,Bersama orang tua,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-11-30,KENDAL,Singorojo,Pesantren,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1996-07-08,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-08-19,SEMARANG,Mijen,Pesantren,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2004-04-26,KENDAL,Brangsong,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-08-28,SEMARANG,Mijen,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,2000-11-27,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-04-29,Semarang,Jatingaleh,Bersama orang tua,Sepeda motor,Tidak sekolah,Sudah Meninggal,Tidak Berpenghasilan,SMA / sederajat,Karyawan Swasta,"Kurang dari Rp. 500,000",Lulus
P,1998-09-28,KENDAL,Limbangan,Asrama,Jalan kaki,Tidak sekolah,Petani,"Kurang dari Rp. 500,000",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-07-04,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-04-21,KENDAL,Singorojo,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1998-12-15,SEMARANG,Mijen,Asrama,Jalan kaki,Putus SD,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-03-26,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1998-10-16,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-03-13,SEMARANG,Semarang Barat,Bersama orang tua,Angkutan umum/bus/pete-pete,SMA / sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2001-01-27,JAKARTA,Cakung,Pesantren,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-03-15,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-07-19,SEMARANG,Ungaran Barat,Asrama,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2007-02-26,KENDAL,Kota Kendal,Asrama,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Mutasi
P,2001-05-28,SEMARANG,Ungaran Timur,Pesantren,Jalan kaki,D3,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-06-19,KENDAL,Boja,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-04-20,SEMARANG,Bergas,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-12-18,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-01-01,SEMARANG,Mijen,Bersama orang tua,Sepeda motor,Putus SD,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-12-07,Kendal,Singorojo,Pesantren,Jalan kaki,SD / sederajat,Petani,"Kurang dari Rp. 500,000",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,1998-02-10,KENDAL,Patean,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-01-14,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-07-13,SEMARANG,Ngaliyan,Asrama,Jalan kaki,Putus SD,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2001-03-17,SEMARANG,Mijen,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-05-02,PEKALONGAN,Sragi,Pesantren,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-12-17,KENDAL,Singorojo,Asrama,Jalan kaki,Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-04-23,KENDAL,Boja,Bersama orang tua,Sepeda motor,SD / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2000-01-30,KENDAL,Limbangan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2001-07-03,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-05-25,Semarang,Banyumanik,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2005-05-04,SEMARANG,Ngaliyan,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2004-04-17,PEKALONGAN,Sragi,Bersama orang tua,Sepeda,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-09-25,KENDAL,Singorojo,Rumah Tinggal,Jalan kaki,SD / sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2001-11-04,BOYOLALI,Juwangi,Pesantren,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,1997-05-28,SEMARANG,Mijen,Bersama orang tua,Jalan kaki,Tidak sekolah,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-08-02,KENDAL,Kaliwungu,Bersama orang tua,Angkutan umum/bus/pete-pete,SMA / sederajat,Wirausaha,"Rp. 500,000 - Rp. 999,999",D3,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-05-25,SEMARANG,Semarang Utara,Pesantren,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2005-07-01,SEMARANG,Jambu,Pesantren,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-04,KOTAWARINGIN BARAT,Pandu Sanjaya,Asrama,Jalan kaki,S1,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",D3,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-11-20,BOYOLALI,Semarang Barat,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-01-30,GROBOGAN,Kradenan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-06-29,SEMARANG,Semarang Utara,Pesantren,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1997-10-28,SEMARANG,Bandungan,Asrama,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-06-19,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-02-05,Semarang,Mijen,Bersama orang tua,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1999-12-29,REMBANG,Pancur,Asrama,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-04-19,SEMARANG,Tuntang,Pesantren,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2000-07-14,SEMARANG,Ngaliyan,Asrama,Jalan kaki,Putus SD,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,1997-07-07,GROBOGAN,Pringapus,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-24,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2007-08-30,GROBOGAN,Klepu,Bersama orang tua,Sepeda motor,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mengundurkan diri
L,2001-08-08,KENDAL,Boja,Pesantren,Jalan kaki,SD / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-11-29,KENDAL,Brangsong,Bersama orang tua,Sepeda motor,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Buruh,"Kurang dari Rp. 500,000",Lulus
L,2005-03-13,Semarang,Podorejo,Pesantren,Jalan kaki,Putus SD,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Dikeluarkan
L,2004-10-27,KENDAL,Singorojo,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2003-08-28,SEMARANG,Sayung,Asrama,Jalan kaki,SMA / sederajat,Nelayan,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-08-02,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-03-30,Bengkulu,Sumowono,Bersama orang tua,Jalan kaki,S1,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
P,2001-09-24,Kendal,Sumberejo,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2003-02-12,Semarang,Ungaran Timur,Bersama orang tua,Angkutan umum/bus/pete-pete,SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,1999-11-02,SEMARANG,Mijen,Asrama,Jalan kaki,Putus SD,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-10-02,Kotawaringin Barat,Runtu,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
P,2004-06-19,Purbalingga,Rembang,Bersama orang tua,Jalan kaki,SMP / sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Petani,"Kurang dari Rp. 500,000",Lulus
P,2003-01-08,Indramayu,Arahan,Asrama,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-02-26,KETAPANG,Kendawangan,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-09-24,SEMARANG,Ngaliyan,Asrama,Jalan kaki,Tidak sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-05-19,KENDAL,Kaliputih,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2003-05-12,Semarang,Ngaliyan,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-04-07,KENDAL,Singorojo,Asrama,Jalan kaki,SMP / sederajat,PNS/TNI/Polri,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-11-21,SEMARANG,Mijen,Asrama,Jalan kaki,Putus SD,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-08-23,KENDAL,Boja,Rumah Tinggal,Jalan kaki,SD / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-02-15,KENDAL,Limbangan,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-07-12,KENDAL,Blimbing,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-18,SEMARANG,Mijen,Asrama,Jalan kaki,SMA / sederajat,Lainnya,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2004-07-31,SEMARANG,Patemon,Asrama,Jalan kaki,Tidak sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-03-09,"BABU SALAM, D.I.ACEH",Sungai Lilin,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-03-22,KENDAL,Limbangan,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
L,2004-09-19,Semarang,Semarang Utara,Bersama orang tua,Sepeda,SMP / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMP / sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,1999-09-05,SEMARANG,Tugu,Asrama,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",SMP / sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2005-02-19,SEMARANG,Gunungpati,Asrama,Jalan kaki,SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-08-19,SEMARANG,Mijen,Bersama orang tua,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-05-22,KENDAL,Brangsong,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-05-17,SEMARANG,Mijen,Asrama,Jalan kaki,SD / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2001-11-06,SEMARANG,Bergas,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2003-06-11,SEMARANG,Teluk Belengkong,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Rp. 500,000 - Rp. 999,999",SD / sederajat,Tidak bekerja,Tidak Berpenghasilan,Lulus
P,2003-02-16,Semarang,Ngaliyan,Asrama,Jalan kaki,SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-01-17,KENDAL,Boja,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-08-23,BATAM,Muka Kuning,Asrama,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",SMA / sederajat,Tidak bekerja,Tidak Berpenghasilan,Mutasi
L,2005-02-17,KENDAL,Cening,Bersama orang tua,Jalan kaki,SD / sederajat,Petani,"Kurang dari Rp. 500,000",SD / sederajat,Petani,"Kurang dari Rp. 500,000",Lulus
L,2002-10-05,SEMARANG,Pringapus,Bersama orang tua,Jalan kaki,SMP / sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
P,1998-10-18,SEMARANG,Gunung Pati,Asrama,Jalan kaki,Putus SD,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus SD,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-11-03,Semarang,Penggaron Kidul,Bersama orang tua,Sepeda motor,SMA / sederajat,Pedagang Besar,"Rp. 5,000,000 - Rp. 20,000,000",SMA / sederajat,Pedagang Besar,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-01-22,Semarang,Pringapus,Asrama,Jalan kaki,SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2005-02-26,Semarang,Banjarejo,Bersama orang tua,Jalan kaki,SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMA / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-08-29,KENDAL,Singorojo,Asrama,Jalan kaki,SD / sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",SD / sederajat,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-09-10,Semarang,Ngaliyan,Bersama orang tua,Jalan kaki,SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",SMP / sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2001-05-05,SEMARANG,Mijen,Asrama,Jalan kaki,Putus SD,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Tidak sekolah,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
